TimeStamp,CoinName,OrderType,Price,OrderUuid
2017-10-12T11:40:59.83,BTC-OK,LIMIT_BUY,0.04999999,3ec756fa-98cd-46af-ac1d-b0b57355ad60
2017-10-12T11:16:07.697,BTC-ETH,LIMIT_BUY,0.04999999,0e4099d2-8177-49e1-8476-f2214bfcb695
2017-10-12T10:29:55.387,BTC-CVC,LIMIT_SELL,0.05052995,20d3f569-f5e9-49f0-a6cf-baea2927b99b
2017-10-12T07:56:31.333,BTC-BCC,LIMIT_SELL,0.04866476,f4a1f1ab-ddb6-4c38-9bc2-d16c6aef9295
2017-10-12T08:23:20.637,BTC-CVC,LIMIT_BUY,0.04999999,fd486af0-eecf-45d3-925c-23f4a9e749c5
2017-10-12T08:21:25.04,BTC-EMC2,LIMIT_SELL,0.04873487,3a62f314-742c-4c7a-8dc0-9270971c9288
2017-10-12T08:20:03.353,BTC-EMC2,LIMIT_BUY,0.04999999,1cfec604-b17a-4152-9541-6c39dd62d33b
2017-10-12T08:17:44.757,BTC-ARK,LIMIT_SELL,0.04851397,c19e57c4-dedd-44d1-8426-b195b042c8b3
2017-10-12T08:16:22.723,BTC-ARK,LIMIT_BUY,0.04991185,f0e09675-f187-47a9-b1bb-6a6d9daa60f4
2017-10-12T08:14:47.99,BTC-NEO,LIMIT_SELL,0.04874803,b0e3d72c-a9de-48d1-a1b3-f37120cd0767
2017-10-12T08:01:30.477,BTC-NEO,LIMIT_BUY,0.04999999,894d90b3-e381-468d-937d-1395464d0883
2017-10-12T07:13:44.983,BTC-XLM,LIMIT_SELL,0.04871794,414f4574-cd17-49e7-bdf4-190552464f77
2017-10-12T07:11:01.967,BTC-XLM,LIMIT_BUY,0.04999999,9f2a35f9-4160-4792-8363-0d6006ad0188
2017-10-12T06:54:07.547,BTC-XVG,LIMIT_SELL,0.04871793,2aeb8427-b35c-4ab2-b54f-5d55ec0c4d6a
2017-10-12T05:31:47.557,BTC-BCC,LIMIT_BUY,0.04999999,b445745f-3cd3-4da1-be4b-ce88406d7e05
2017-10-12T05:12:35.827,BTC-PAY,LIMIT_SELL,0.05051514,25904bef-6296-4659-978b-9e12d0f2adfe
2017-10-12T04:46:56.88,BTC-XVG,LIMIT_BUY,0.04999999,4accca3b-38ab-4a89-bacc-dc93c06a48a3
2017-10-12T04:03:41.563,BTC-ADA,LIMIT_SELL,0.04849462,1b0b7a59-b460-421d-842b-a2e517db00bd
2017-10-12T03:46:12.377,BTC-PAY,LIMIT_BUY,0.04999999,7f7af84e-f61d-4bc4-82a9-7b3e296793bd
2017-10-12T03:30:51.047,BTC-SC,LIMIT_SELL,0.04843749,1ce15647-ac0f-48f3-a53c-2c29ff305fc4
2017-10-12T02:29:58.303,BTC-ADA,LIMIT_BUY,0.04999999,35b1edbd-ba03-4657-82bf-b8515f406800
2017-10-12T00:58:30.793,BTC-SC,LIMIT_BUY,0.04999999,51eef469-910e-42f9-a917-b4c0c972365f
2017-10-12T01:01:07.17,BTC-SPR,LIMIT_SELL,0.05047136,c60c7714-b268-455e-8bbc-d556006f0443
2017-10-12T00:40:51.707,BTC-SPR,LIMIT_BUY,0.04999999,c19dfb7b-3886-445b-910a-a41737eb893c
2017-10-12T00:33:02.537,BTC-XVG,LIMIT_SELL,0.09512195,ac763ce3-6739-4fd2-995f-371e7a2df5c1
2017-10-11T13:48:17.973,BTC-XVG,LIMIT_BUY,0.09999999,df184293-1ea1-48c7-ab2f-acf868db4f4d
2017-10-11T13:14:00.793,BTC-RDD,LIMIT_SELL,0.09565217,c115ab8b-1111-4988-9441-110a551e617c
2017-10-11T12:19:16.743,BTC-RDD,LIMIT_BUY,0.09999999,702c2c0a-91ac-4cab-9e78-4160c0bb1055
2017-10-11T12:19:19.073,BTC-ZEC,LIMIT_SELL,0.10091022,1c7b0ea4-3aa5-498b-879e-1e9481e0c21c
2017-10-11T11:24:44.91,BTC-ADA,LIMIT_SELL,0.100883,d2b12005-fa86-46bc-abf1-75d479f781f3
2017-10-11T10:33:23.49,BTC-ZEC,LIMIT_BUY,0.09999999,a546deac-727d-4a57-a60a-1a285fb19598
2017-10-11T10:16:29.97,BTC-OMG,LIMIT_SELL,0.10101394,473edc30-349b-4757-a159-420fde33a811
2017-10-11T10:00:35.04,BTC-OMG,LIMIT_BUY,0.09999999,5a6e2c67-8818-4357-b806-2960b8080c18
2017-10-11T09:25:50.85,BTC-MTL,LIMIT_SELL,0.10071473,a35fbce1-2eff-495a-a4d5-c4e15b224665
2017-10-11T08:00:01.153,BTC-MTL,LIMIT_BUY,0.09999999,b6090766-fb07-4d79-b55b-232806111a33
2017-10-11T07:26:51.593,BTC-DGB,LIMIT_SELL,0.10081967,c4d547fa-ef6c-41d8-9393-57818ac90096
2017-10-11T05:39:04.45,BTC-DGB,LIMIT_BUY,0.09999997,a382468c-8259-426e-96f0-7242fc5f4d8d
2017-10-11T04:01:18.983,BTC-XVG,LIMIT_SELL,0.10086206,9324d96f-e42b-4bef-b7a2-0f4ce3bee8da
2017-10-11T03:37:46.99,BTC-XVG,LIMIT_BUY,0.09999999,6e13ae9a-761c-44ee-83ed-5b47a6870181
2017-10-11T03:50:33.453,BTC-ADA,LIMIT_BUY,0.09999999,4d9eb417-364a-4387-aa39-07eb06616da6
2017-10-11T03:38:44.85,BTC-XLM,LIMIT_SELL,0.10072639,8dd59f5a-e644-4af2-9479-b4addcf4af15
2017-10-11T03:28:09.19,BTC-XLM,LIMIT_BUY,0.09999999,6f2127e2-b930-4c5c-9f25-92cf1cad8134
2017-10-11T02:52:47.3,BTC-BCC,LIMIT_SELL,0.09864716,c699220c-2af0-4257-ad23-a4d7aae37838
2017-10-11T02:34:42.857,BTC-ADA,LIMIT_SELL,0.10067264,0cc30572-bb8e-4457-a0df-b1b69f9f05f4
2017-10-11T02:28:25.747,BTC-BCC,LIMIT_BUY,0.09999999,3b89b9b5-ec0b-4c0f-a137-6d30e0c93e85
2017-10-11T00:37:30.393,BTC-XVG,LIMIT_SELL,0.10357142,abb12483-fc84-4329-a140-1311612c556e
2017-10-10T16:54:25.947,BTC-ADA,LIMIT_BUY,0.09999999,4b9fdd4c-8e00-442d-ba08-9f3e0dcef081
2017-10-10T16:40:12.24,BTC-DGB,LIMIT_SELL,0.10085468,b6bc640d-5bd3-4d9b-95d7-c77e0f80e36f
2017-10-10T14:40:44.06,BTC-DGB,LIMIT_BUY,0.09999999,6725ded5-4f54-4f6c-bc2e-9e058bf11195
2017-10-10T14:36:48.073,BTC-XLM,LIMIT_SELL,0.10111419,da048cde-bdb7-454a-9156-449c2ac1d505
